,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,mountain-province-brooklyn,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7075228032172, 'longitude': -73.9503787374344}",(718) 387-7030,5615.851805847576,1RRD6Ub4QEW9ZeyaBMx5jQ,https://s3-media1.fl.yelpcdn.com/bphoto/tChWK-dXcDuPrp9JIqgU1Q/o.jpg,False,"{'address1': '9 Meserole St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['9 Meserole St', 'Brooklyn, NY 11206']}",Mountain Province,+17183877030,$,4.5,242,"['delivery', 'pickup']",https://www.yelp.com/biz/mountain-province-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
11,kitten-espresso-bar-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 40.68817, 'longitude': -73.95734}",(718) 744-7687,3386.9391797880558,z2fWScEguY5cD4qoZc26Gg,https://s3-media4.fl.yelpcdn.com/bphoto/jAnlssTbLEEbprPusWlJ2A/o.jpg,False,"{'address1': '320 Franklin Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['320 Franklin Ave', 'Brooklyn, NY 11238']}",Kitten Espresso Bar,+17187447687,$,4.5,21,[],https://www.yelp.com/biz/kitten-espresso-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
12,butler-brooklyn,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7117670177852, 'longitude': -73.9646924963509}",,5903.525754249468,SWRz34fmNEDPcrngJMMo7Q,https://s3-media1.fl.yelpcdn.com/bphoto/HY-B75KAjTZdEbH1oshy4Q/o.jpg,False,"{'address1': '95 S 5th St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['95 S 5th St', 'Brooklyn, NY 11249']}",Butler ,,$$,4.5,88,[],https://www.yelp.com/biz/butler-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
13,cafe-con-libros-brooklyn-2,"[{'alias': 'themedcafes', 'title': 'Themed Cafes'}, {'alias': 'bookstores', 'title': 'Bookstores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.674261, 'longitude': -73.952563}",(347) 460-2838,2138.8374852868537,OKO0WahYFALIXKL9xoPLPQ,https://s3-media3.fl.yelpcdn.com/bphoto/K6bUeMohOpTtJbJcR-ATLA/o.jpg,False,"{'address1': '724 Prospect Pl', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['724 Prospect Pl', 'Brooklyn, NY 11216']}",Cafe con Libros,+13474602838,,5.0,7,[],https://www.yelp.com/biz/cafe-con-libros-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
14,cozy-coffee-brooklyn-5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.6815723384809, 'longitude': -73.9463984943624}",(347) 425-8224,3069.9205711917575,6o_kBjNahpWc7oO21mQdHQ,https://s3-media4.fl.yelpcdn.com/bphoto/wG-cvBeawtC3C4-0c5MJUg/o.jpg,False,"{'address1': '925 Marcy Ave', 'address2': 'Ste B', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['925 Marcy Ave', 'Ste B', 'Brooklyn, NY 11216']}",Cozy Coffee,+13474258224,$$,4.0,51,[],https://www.yelp.com/biz/cozy-coffee-brooklyn-5?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
15,brooklyn-kolache-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.6907913077698, 'longitude': -73.9556479454041}",(718) 398-1111,3704.075706342151,4VEgZ7aVUt6oKw8KmXj-jQ,https://s3-media1.fl.yelpcdn.com/bphoto/H9eVh0_3AkkocJWXVSC20Q/o.jpg,False,"{'address1': '520 Dekalb Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['520 Dekalb Ave', 'Brooklyn, NY 11205']}",Brooklyn Kolache,+17183981111,$,4.5,284,['delivery'],https://www.yelp.com/biz/brooklyn-kolache-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
16,the-caffeine-underground-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.69219, 'longitude': -73.91455}",(718) 484-4806,5817.7143626901825,PVnBdZsxd9EdSUxkyZB_xw,https://s3-media2.fl.yelpcdn.com/bphoto/bRP9V4TG-bgDV9iRgP_MIw/o.jpg,False,"{'address1': '447 Central Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['447 Central Ave', 'Brooklyn, NY 11221']}",The Caffeine Underground,+17184844806,$$,4.5,44,[],https://www.yelp.com/biz/the-caffeine-underground-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
17,dale-view-biscuits-and-beer-brooklyn,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.65893, 'longitude': -73.95064}",(347) 240-5110,1423.1902058095452,1Bv7VqxnnfJs8o9NUzGB1g,https://s3-media4.fl.yelpcdn.com/bphoto/PcwqUq-wgc4s4wGyH-BxmA/o.jpg,False,"{'address1': '1170 Nostrand Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1170 Nostrand Ave', 'Brooklyn, NY 11225']}",Dale View Biscuits and Beer,+13472405110,,4.5,26,[],https://www.yelp.com/biz/dale-view-biscuits-and-beer-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
18,parkside-creamery-brooklyn-4,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.65685, 'longitude': -73.96032}",,635.2169117581672,6S0816CqeGpz9kBkrkVwTA,https://s3-media2.fl.yelpcdn.com/bphoto/ECylH7W-CWCwjG0NbH1-iA/o.jpg,False,"{'address1': '676 Flatbush Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['676 Flatbush Ave', 'Brooklyn, NY 11225']}",Parkside Creamery,,$,3.5,41,[],https://www.yelp.com/biz/parkside-creamery-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
19,parade-cafe-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.64754, 'longitude': -73.97386}",(718) 438-5445,1355.677255440154,yPtkSI5C_ksc1jD0dLuTpQ,https://s3-media1.fl.yelpcdn.com/bphoto/L6Ncq5-SMMUFmUWGPJBACA/o.jpg,False,"{'address1': '622 Caton Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11218', 'country': 'US', 'state': 'NY', 'display_address': ['622 Caton Ave', 'Brooklyn, NY 11218']}",Parade Cafe,+17184385445,$$,4.0,46,[],https://www.yelp.com/biz/parade-cafe-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
20,flor-cafe-brooklyn,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.6823926985621, 'longitude': -73.9612195114848}",(929) 295-0713,2685.4527169681614,C7eNzsZ-3ni4SHwwR_zg9Q,https://s3-media1.fl.yelpcdn.com/bphoto/eKVzODny_5Vm7qrHWEA8sQ/o.jpg,False,"{'address1': '1013 Fulton St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['1013 Fulton St', 'Brooklyn, NY 11238']}",Flor Cafe,+19292950713,,4.5,9,"['delivery', 'pickup']",https://www.yelp.com/biz/flor-cafe-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
21,salems-hour-brooklyn,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.660554, 'longitude': -73.9507766}",(347) 425-1036,1408.677965241308,SKiRMBoiZkxksHN4S0ZzJg,https://s3-media2.fl.yelpcdn.com/bphoto/m2gj8L2bX7QkaAEBIZeCVg/o.jpg,False,"{'address1': '1110 Nostrand Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['1110 Nostrand Ave', 'Brooklyn, NY 11225']}",Salem's Hour,+13474251036,$$,4.5,101,"['delivery', 'pickup']",https://www.yelp.com/biz/salems-hour-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
22,seven-point-espresso-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]","{'latitude': 40.67834, 'longitude': -73.96363}",(718) 230-0178,2206.3618248992234,xRGMGph9WHnH3HWrRGauvQ,https://s3-media2.fl.yelpcdn.com/bphoto/5FGg_dKOnPhDvsSRBURSBg/o.jpg,False,"{'address1': '637 Washington Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['637 Washington Ave', 'Brooklyn, NY 11238']}",Seven Point Espresso,+17182300178,$$,4.0,90,"['delivery', 'pickup']",https://www.yelp.com/biz/seven-point-espresso-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
23,black-brick-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.7142079238412, 'longitude': -73.9617848396301}",(718) 384-0075,6189.027495576644,tq7dDT6edTInhkNdDrYv_w,https://s3-media1.fl.yelpcdn.com/bphoto/KMA7EDvWqQnCa9T6SICejQ/o.jpg,False,"{'address1': '300 Bedford Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['300 Bedford Ave', 'Brooklyn, NY 11211']}",Black Brick,+17183840075,$,4.0,291,[],https://www.yelp.com/biz/black-brick-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
24,pels-pie-co-brooklyn-5,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.66167, 'longitude': -73.95398}",(347) 350-5906,1194.304766461519,Q5HcoUQPCyNqOReSJwn7Ww,https://s3-media1.fl.yelpcdn.com/bphoto/jUIFp9Sg6ghiRPs23bQhAA/o.jpg,False,"{'address1': '446 Rogers Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['446 Rogers Ave', 'Brooklyn, NY 11225']}",Pels Pie Co.,+13473505906,$,4.0,142,['pickup'],https://www.yelp.com/biz/pels-pie-co-brooklyn-5?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
25,feed-shop-and-cafe-brooklyn-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'accessories', 'title': 'Accessories'}, {'alias': 'jewelry', 'title': 'Jewelry'}]","{'latitude': 40.703402, 'longitude': -73.99141}",(929) 397-2716,5361.633369886659,o9Ipm--aunOX5BbcKY4ENw,https://s3-media1.fl.yelpcdn.com/bphoto/1AMqoAF41OM0WTqoBEoXxA/o.jpg,False,"{'address1': '55 Water St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['55 Water St', 'Brooklyn, NY 11201']}",FEED Shop & Cafe,+19293972716,,4.5,10,[],https://www.yelp.com/biz/feed-shop-and-cafe-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
26,relationships-brooklyn-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'furniture', 'title': 'Furniture Stores'}, {'alias': 'lightingstores', 'title': 'Lighting Stores'}]","{'latitude': 40.68279, 'longitude': -73.96421}",(917) 909-1651,2681.8280877891702,6lc6quf5NNklaLAoWjwNyw,https://s3-media2.fl.yelpcdn.com/bphoto/M1tTHqBxaiZBcRLqQmRhHQ/o.jpg,False,"{'address1': '920 Fulton St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['920 Fulton St', 'Brooklyn, NY 11238']}",Relationships,+19179091651,,5.0,4,[],https://www.yelp.com/biz/relationships-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
27,southside-coffee-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.6611330590684, 'longitude': -73.9902541413903}",(347) 599-2884,1936.8575821008876,D-th9tb5poA6fZJinD2qCg,https://s3-media2.fl.yelpcdn.com/bphoto/RHloa1JuD8xHd4ru6wQhmQ/o.jpg,False,"{'address1': '652 6th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['652 6th Ave', 'Brooklyn, NY 11215']}",Southside Coffee,+13475992884,$,4.0,191,[],https://www.yelp.com/biz/southside-coffee-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
28,café-regular-brooklyn-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.668514, 'longitude': -73.987731}",(718) 768-4170,2023.4169873145872,UhCmZyg13USHHXRWdh9U4Q,https://s3-media3.fl.yelpcdn.com/bphoto/_7YOQO9GtWtzGyszDOwdHQ/o.jpg,False,"{'address1': '318 11th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['318 11th St', 'Brooklyn, NY 11215']}",Café Regular,+17187684170,$,4.0,158,[],https://www.yelp.com/biz/caf%C3%A9-regular-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
29,cafe-luluc-brooklyn,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.68447, 'longitude': -73.99214}",(718) 625-3815,3538.635544405589,mv8dMMzzrzalso3sYCP_QA,https://s3-media4.fl.yelpcdn.com/bphoto/dJVDAebEjqNUs0YZHEk3MQ/o.jpg,False,"{'address1': '214 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['214 Smith St', 'Brooklyn, NY 11201']}",Cafe Luluc,+17186253815,$$,4.0,1288,[],https://www.yelp.com/biz/cafe-luluc-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
