,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
10,the-moonlight-mile-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]","{'latitude': 40.7321141, 'longitude': -73.9578424}",(718) 389-3904,8201.850627957674,_7-wGQfXNgbr-WDIMzUvZw,https://s3-media3.fl.yelpcdn.com/bphoto/ycVKPXm-pyIwhXBaBaRIqQ/o.jpg,False,"{'address1': '200 Franklin St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['200 Franklin St', 'Brooklyn, NY 11222']}",The Moonlight Mile,+17183893904,$$,5.0,65,[],https://www.yelp.com/biz/the-moonlight-mile-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
11,the-holler-brooklyn-3,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.687208, 'longitude': -73.957163}",(917) 966-5723,3290.544909781436,t-_zwgYqxNVEeBZIjV3KLg,https://s3-media4.fl.yelpcdn.com/bphoto/cclhRUKR5kKJvpbp-kPWyg/o.jpg,False,"{'address1': '348 Franklin Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['348 Franklin Ave', 'Brooklyn, NY 11238']}",The Holler,+19179665723,$$,4.5,19,[],https://www.yelp.com/biz/the-holler-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
12,lowlands-bar-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.6684722900391, 'longitude': -73.9931716918945}",(347) 463-9458,2421.9756385318674,rbcTKkA_sn4FG7Oo8vrIWA,https://s3-media2.fl.yelpcdn.com/bphoto/WXRNgBnhcmR5u7MTL4sjGA/o.jpg,False,"{'address1': '543 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['543 3rd Ave', 'Brooklyn, NY 11215']}",Lowlands Bar,+13474639458,$,4.0,68,[],https://www.yelp.com/biz/lowlands-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
13,the-crown-inn-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.673874, 'longitude': -73.957101}",,1900.3511664864272,i6TXF9Oh-0TFb3AsifIuYg,https://s3-media2.fl.yelpcdn.com/bphoto/MynlA13EI0NbC4YrbweW8Q/o.jpg,False,"{'address1': '724 Franklin Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['724 Franklin Ave', 'Brooklyn, NY 11238']}",The Crown Inn,,$$,4.0,190,[],https://www.yelp.com/biz/the-crown-inn-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
14,south-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.66313, 'longitude': -73.99117}",(718) 832-4720,2062.973262105216,4CheGhBNFK8KBbsVEhYJKA,https://s3-media1.fl.yelpcdn.com/bphoto/AqoQeGSpno8EUCywlfmwAA/o.jpg,False,"{'address1': '629 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['629 5th Ave', 'Brooklyn, NY 11215']}",South,+17188324720,$,4.5,152,[],https://www.yelp.com/biz/south-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
15,featherweight-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.7063167, 'longitude': -73.9432119}",(646) 257-0946,5682.556937711661,MVyhLMe2xgM2ndcwIkyQkw,https://s3-media3.fl.yelpcdn.com/bphoto/mbK9aro_6VKky_HdKJKYUg/o.jpg,False,"{'address1': '135 Graham Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['135 Graham Ave', 'Brooklyn, NY 11206']}",Featherweight,+16462570946,$$,4.5,124,[],https://www.yelp.com/biz/featherweight-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
16,judys-brooklyn,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.65033, 'longitude': -74.00508}",(929) 337-6252,3302.877086501813,DogJot30xkGTW95kXUM7iQ,https://s3-media2.fl.yelpcdn.com/bphoto/w9J4BFldcMdYzuj0_0LKtw/o.jpg,False,"{'address1': '4022 5th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11232', 'country': 'US', 'state': 'NY', 'display_address': ['4022 5th Ave', 'Brooklyn, NY 11232']}",Judy's,+19293376252,,5.0,11,[],https://www.yelp.com/biz/judys-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
17,honore-club-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.70223, 'longitude': -73.9198}",,6303.439943745823,BPbpVx_U-J5vo3joig7oBg,https://s3-media2.fl.yelpcdn.com/bphoto/1qDYS0WXL5DSJtGPUAFlSQ/o.jpg,False,"{'address1': '173 Irving Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['173 Irving Ave', 'Brooklyn, NY 11237']}",Honore Club,,,5.0,5,[],https://www.yelp.com/biz/honore-club-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
18,do-or-dive-brooklyn,"[{'alias': 'divebars', 'title': 'Dive Bars'}]","{'latitude': 40.6867587, 'longitude': -73.9548362}",,3296.1611628343403,sfI6z7L1AGuz6Ml_pf7BIQ,https://s3-media4.fl.yelpcdn.com/bphoto/yb8Cc-eEXCMBblDh0_pqUQ/o.jpg,False,"{'address1': '1108 Bedford Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1108 Bedford Ave', 'Brooklyn, NY 11216']}",Do or Dive,,$,4.5,52,[],https://www.yelp.com/biz/do-or-dive-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
19,honeys-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'winetastingroom', 'title': 'Wine Tasting Room'}]","{'latitude': 40.7103508961161, 'longitude': -73.9229261516749}",(347) 669-1473,6862.735910350282,rwVYlc3axjEZKEk9nkj1Fg,https://s3-media3.fl.yelpcdn.com/bphoto/yZ2Xkp6OV1_tlHhqs5p0QA/o.jpg,False,"{'address1': '93 Scott Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['93 Scott Ave', 'Brooklyn, NY 11237']}",Honey's,+13476691473,$$,4.5,27,[],https://www.yelp.com/biz/honeys-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
20,covenhoven-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.675246, 'longitude': -73.960244}",(718) 483-9950,1937.375782582946,lMy1BYJ5HX8TccXTBwdRNg,https://s3-media2.fl.yelpcdn.com/bphoto/DUDTSCvSgAudOwSqpuDLZg/o.jpg,False,"{'address1': '730 Classon Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['730 Classon Ave', 'Brooklyn, NY 11238']}",Covenhoven,+17184839950,$$,4.5,107,[],https://www.yelp.com/biz/covenhoven-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
21,shaka-shaka-tiki-brooklyn,"[{'alias': 'tikibars', 'title': 'Tiki Bars'}]","{'latitude': 40.68098, 'longitude': -73.97456}",,2546.3956136128863,WNr6rBTDoAwlm9lEfXHsOQ,https://s3-media4.fl.yelpcdn.com/bphoto/SdsjOrFi_WDRg2HnPqx9jg/o.jpg,False,"{'address1': '64 6th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['64 6th Ave', 'Brooklyn, NY 11217']}",Shaka Shaka Tiki,,,5.0,9,[],https://www.yelp.com/biz/shaka-shaka-tiki-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
22,doris-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.68121, 'longitude': -73.957436}",(347) 240-3350,2641.463800318841,kLxfxcs8DPVjeOt9jvPwrw,https://s3-media1.fl.yelpcdn.com/bphoto/pRhmC4ANkc9nwRUpZmmfNA/o.jpg,False,"{'address1': '1088 Fulton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['1088 Fulton St', 'Brooklyn, NY 11238']}",Doris,+13472403350,$$,4.0,87,[],https://www.yelp.com/biz/doris-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
23,friends-and-lovers-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]","{'latitude': 40.6786723207026, 'longitude': -73.9589714418068}",(917) 979-3060,2332.819131470236,1o4dZQszEUtL-w2xR1JaGA,https://s3-media4.fl.yelpcdn.com/bphoto/waniVKgmRjqKYVG5v_JocQ/o.jpg,False,"{'address1': '641 Classon Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['641 Classon Ave', 'Brooklyn, NY 11238']}",Friends and Lovers,+19179793060,$$,3.5,68,[],https://www.yelp.com/biz/friends-and-lovers-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
24,w-xyz-bar-brooklyn-2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.6913942, 'longitude': -73.9844709}",(718) 256-3833,3904.6592733267935,-JFi2vYrS-CqL44o3fsf1A,https://s3-media3.fl.yelpcdn.com/bphoto/04EvULlH1EjHBNec2T7EYw/o.jpg,False,"{'address1': '216 Duffield St', 'address2': 'Aloft New York Brooklyn', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['216 Duffield St', 'Aloft New York Brooklyn', 'Brooklyn, NY 11201']}",W XYZ Bar,+17182563833,$$,4.5,5,[],https://www.yelp.com/biz/w-xyz-bar-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
25,butter-and-scotch-brooklyn-2,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.669893909327, 'longitude': -73.9583220803651}",(347) 350-8899,1464.6817921555491,B5DVYcAYXqesHAMXurtKDQ,https://s3-media4.fl.yelpcdn.com/bphoto/yGpySZwmUt7-MZVSZgreLw/o.jpg,False,"{'address1': '818 Franklin Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['818 Franklin Ave', 'Brooklyn, NY 11225']}",Butter & Scotch,+13473508899,$$,4.0,443,"['pickup', 'delivery']",https://www.yelp.com/biz/butter-and-scotch-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
26,tree-house-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'african', 'title': 'African'}]","{'latitude': 40.68281, 'longitude': -73.93786}",(718) 483-8044,3669.644608356704,82odHh211DgOSBWtewUYOg,https://s3-media2.fl.yelpcdn.com/bphoto/Ok-x1RE4dSNnhSDzZFZFyw/o.jpg,False,"{'address1': '417 Marcus Garvey Blvd', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['417 Marcus Garvey Blvd', 'Brooklyn, NY 11216']}",Tree House,+17184838044,$$,4.0,97,[],https://www.yelp.com/biz/tree-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
27,high-dive-brooklyn,"[{'alias': 'divebars', 'title': 'Dive Bars'}]","{'latitude': 40.6749, 'longitude': -73.98118}",(718) 788-0401,2139.893696565227,EjaRpo-_fU1g8uBMpSX_Qg,https://s3-media1.fl.yelpcdn.com/bphoto/0PtHBwOtyJEKyao1UvkPog/o.jpg,False,"{'address1': '243 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['243 5th Ave', 'Brooklyn, NY 11215']}",High Dive,+17187880401,$,4.0,210,[],https://www.yelp.com/biz/high-dive-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
28,the-binc-brooklyn,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]","{'latitude': 40.6992682, 'longitude': -73.9923109}",(718) 624-1444,4962.820958064137,5Fz1WlY3lxy8gJFs8s_1Dw,https://s3-media3.fl.yelpcdn.com/bphoto/RK3WuC6Nowcz2r2UeEO79Q/o.jpg,False,"{'address1': '60 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['60 Henry St', 'Brooklyn, NY 11201']}",The Binc,+17186241444,$$,4.5,56,[],https://www.yelp.com/biz/the-binc-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
29,the-watershed-brooklyn,"[{'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.67503, 'longitude': -73.9991}",(718) 852-3415,3228.5996634473677,TQnSNmqyQjG5rGXe6BDVYA,https://s3-media3.fl.yelpcdn.com/bphoto/vQXQdgerjVVhqYVgmVNJIg/o.jpg,False,"{'address1': '517 Court St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['517 Court St', 'Brooklyn, NY 11231']}",The Watershed,+17188523415,$,4.5,11,[],https://www.yelp.com/biz/the-watershed-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
30,bar-125-brooklyn,"[{'alias': 'speakeasies', 'title': 'Speakeasies'}]","{'latitude': 40.6900098074754, 'longitude': -73.992063227021}",,4048.7880036605834,fv-vgBUyHpXB9fE7ro6fHA,https://s3-media3.fl.yelpcdn.com/bphoto/-f9_Hm76RzhX9fzx0Nhz6Q/o.jpg,False,"{'address1': '125 Court St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['125 Court St', 'Brooklyn, NY 11201']}",Bar 125,,,4.5,3,[],https://www.yelp.com/biz/bar-125-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
31,nostrand-avenue-pub-brooklyn,"[{'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'beergardens', 'title': 'Beer Gardens'}]","{'latitude': 40.675862, 'longitude': -73.950236}",(718) 483-9699,2399.4824628832894,XaAj9qfWoQ048-5D9ciX-g,https://s3-media4.fl.yelpcdn.com/bphoto/TE9mhnfdbzXuRkdTdWsYbw/o.jpg,False,"{'address1': '658 Nostrand Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['658 Nostrand Ave', 'Brooklyn, NY 11216']}",Nostrand Avenue Pub,+17184839699,$,4.0,86,[],https://www.yelp.com/biz/nostrand-avenue-pub-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
