,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
12,buttermilk-channel-brooklyn,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.675919, 'longitude': -73.999059}",(718) 852-8490,3276.6903927534704,rU9cKxAVU4Gd_JhAqp_bTA,https://s3-media1.fl.yelpcdn.com/bphoto/veEU8n3he4hWvlyzMo8YAQ/o.jpg,False,"{'address1': '524 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['524 Court St', 'Brooklyn, NY 11231']}",Buttermilk Channel,+17188528490,$$,4.0,1802,['pickup'],https://www.yelp.com/biz/buttermilk-channel-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
13,esme-brooklyn-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7332033928175, 'longitude': -73.9549667724914}",(929) 236-1883,8349.620734242873,6gzQLjzJk25ePm_JS7ZAug,https://s3-media1.fl.yelpcdn.com/bphoto/HLwre-0Et_hQ4qulftOxrw/o.jpg,False,"{'address1': '999 Manhattan Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['999 Manhattan Ave', 'Brooklyn, NY 11222']}",Esme,+19292361883,$$,4.5,299,"['pickup', 'delivery']",https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
14,cafe-mogador-brooklyn,"[{'alias': 'moroccan', 'title': 'Moroccan'}]","{'latitude': 40.719747, 'longitude': -73.959993}",(718) 486-9222,6815.626576465159,jAaVnUKLITkuhzwXIe0vLQ,https://s3-media3.fl.yelpcdn.com/bphoto/zbE8vsLW5Flpt3GMW_4UOA/o.jpg,False,"{'address1': '133 Wythe Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['133 Wythe Ave', 'Brooklyn, NY 11211']}",Cafe Mogador,+17184869222,$$,4.5,1057,['delivery'],https://www.yelp.com/biz/cafe-mogador-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
15,bijans-brooklyn-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.68803, 'longitude': -73.98671}",(718) 855-5574,3633.3475374052655,mXLrVoEi80WZaZ3agBP5Jw,https://s3-media2.fl.yelpcdn.com/bphoto/VJmLtQJ2tXq9qjlhGGMVxg/o.jpg,False,"{'address1': '81 Hoyt St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['81 Hoyt St', 'Brooklyn, NY 11211']}",Bijan's,+17188555574,$$,4.0,467,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/bijans-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
16,lucali-brooklyn-3,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.6818, 'longitude': -74.00024}",(718) 858-4086,3773.4483392652696,Q9F2ocrmYuGt1yn3M7MOBw,https://s3-media1.fl.yelpcdn.com/bphoto/zpy57jW_kDZjQdbtIVRx_g/o.jpg,False,"{'address1': '575 Henry St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['575 Henry St', 'Brooklyn, NY 11231']}",Lucali,+17188584086,$$,4.5,1272,[],https://www.yelp.com/biz/lucali-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
17,l-and-b-spumoni-gardens-brooklyn,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.594715, 'longitude': -73.981316}",(718) 449-1230,7211.535253880731,vyoA8dxwScuMV_AsTcjQcg,https://s3-media2.fl.yelpcdn.com/bphoto/BrTci9PjIwi7V1vkbgkdqg/o.jpg,False,"{'address1': '2725 86th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11223', 'country': 'US', 'state': 'NY', 'display_address': ['2725 86th St', 'Brooklyn, NY 11223']}",L & B Spumoni Gardens,+17184491230,$,4.0,3365,"['pickup', 'delivery']",https://www.yelp.com/biz/l-and-b-spumoni-gardens-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
18,ugly-baby-brooklyn-3,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.67795, 'longitude': -73.9961}",(347) 689-3075,3217.0685141693084,e64Y17DJgjotSz8B9gEI7Q,https://s3-media2.fl.yelpcdn.com/bphoto/mjNOsYOYaOHrT3B6caarGg/o.jpg,False,"{'address1': '407 Smith St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['407 Smith St', 'Brooklyn, NY 11231']}",Ugly Baby,+13476893075,$$,4.5,231,[],https://www.yelp.com/biz/ugly-baby-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
19,yaso-tangbao-brooklyn,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}]","{'latitude': 40.6918206366101, 'longitude': -73.9863992364001}",(929) 337-7599,4010.5749776230336,xH7mEjh4Rn6KdHjXYNoOjw,https://s3-media4.fl.yelpcdn.com/bphoto/AKGztA9MXJM3Ykd8Ofm36Q/o.jpg,False,"{'address1': '148 Lawrence St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['148 Lawrence St', 'Brooklyn, NY 11201']}",Yaso Tangbao,+19293377599,$$,4.0,680,"['pickup', 'delivery']",https://www.yelp.com/biz/yaso-tangbao-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
20,mables-smokehouse-and-banquet-hall-brooklyn-6,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.7211890204726, 'longitude': -73.9570004492998}",(718) 218-6655,7002.7385596727845,nsAU6F2vmdnphmfIa_RuWg,https://s3-media1.fl.yelpcdn.com/bphoto/OS2cqRCWCOioXnpLo-yeHg/o.jpg,False,"{'address1': '44 Berry St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['44 Berry St', 'Brooklyn, NY 11249']}",Mable's Smokehouse & Banquet Hall,+17182186655,$$,4.0,754,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/mables-smokehouse-and-banquet-hall-brooklyn-6?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
21,lowerline-brooklyn-2,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'southern', 'title': 'Southern'}]","{'latitude': 40.67421, 'longitude': -73.96324}",(347) 533-7110,1756.9641122662024,swKXaURwqdSrSTcpHsxdbA,https://s3-media4.fl.yelpcdn.com/bphoto/oJbAhLpJ_gof0nrDw5dPjA/o.jpg,False,"{'address1': '794 Washington Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['794 Washington Ave', 'Brooklyn, NY 11238']}",Lowerline,+13475337110,$$,4.5,76,[],https://www.yelp.com/biz/lowerline-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
22,barons-brooklyn,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.6908116, 'longitude': -73.953915}",(718) 230-7100,3748.3496231236363,GxMhN2PEttvw7CRGIzB6Gg,https://s3-media2.fl.yelpcdn.com/bphoto/oGiUuxyQ1Ju_tzls6CDApQ/o.jpg,False,"{'address1': '564 Dekalb Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['564 Dekalb Ave', 'Brooklyn, NY 11205']}",Baron's,+17182307100,$$,4.5,229,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/barons-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
23,claw-daddys-brooklyn,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.68561, 'longitude': -73.98035}",(347) 318-8893,3179.4204857773625,1x2hn3e9sCCZca1cnRTpEg,https://s3-media3.fl.yelpcdn.com/bphoto/ABHo2xn4dcpVspJkaQ_g-g/o.jpg,False,"{'address1': '31 3rd Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['31 3rd Ave', 'Brooklyn, NY 11217']}",Claw Daddy's,+13473188893,$$,4.0,151,['restaurant_reservation'],https://www.yelp.com/biz/claw-daddys-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
24,the-brooklyn-tree-brooklyn-2,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","{'latitude': 40.70734, 'longitude': -73.94186}",(917) 909-0307,5820.356306574941,8JDwcklaawqYprHg0c9aIA,https://s3-media1.fl.yelpcdn.com/bphoto/SEkkfiJ8v_8-rDtvSmFTNw/o.jpg,False,"{'address1': '188 Montrose Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['188 Montrose Ave', 'Brooklyn, NY 11206']}",The Brooklyn Tree,+19179090307,$$,4.5,124,"['pickup', 'delivery']",https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
25,pies-n-thighs-brooklyn,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.711191, 'longitude': -73.961424}",(347) 529-6090,5857.233152822104,j9TdOBSQ1LRw8v3hW5fObQ,https://s3-media3.fl.yelpcdn.com/bphoto/ZEox6v_ipIvcrzeRv9mFIA/o.jpg,False,"{'address1': '166 S 4th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['166 S 4th St', 'Brooklyn, NY 11211']}",Pies-n-Thighs,+13475296090,$$,4.0,2688,"['pickup', 'delivery']",https://www.yelp.com/biz/pies-n-thighs-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
26,the-islands-brooklyn-2,"[{'alias': 'caribbean', 'title': 'Caribbean'}]","{'latitude': 40.6770523794749, 'longitude': -73.9634169638157}",(718) 398-3575,2067.7209429211216,KBW0EP-prQBhkqqGJCxmXg,https://s3-media2.fl.yelpcdn.com/bphoto/eEQ3bLkWhPSIvJBIpazk2w/o.jpg,False,"{'address1': '671 Washington Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['671 Washington Ave', 'Brooklyn, NY 11238']}",The Islands,+17183983575,$$,4.5,671,[],https://www.yelp.com/biz/the-islands-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
27,5ive-spice-brooklyn-3,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.68145923448, 'longitude': -73.9772509779765}",(718) 857-3483,2658.664683148741,SSDOkx5enfRH3nsniS_2jA,https://s3-media4.fl.yelpcdn.com/bphoto/-9Se05tpyENhFgWJKk54NA/o.jpg,False,"{'address1': '52 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['52 5th Ave', 'Brooklyn, NY 11217']}",5ive Spice,+17188573483,$$,4.0,519,[],https://www.yelp.com/biz/5ive-spice-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
28,milk-and-honey-cafe-brooklyn-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.634356735221, 'longitude': -73.9661046515558}",(718) 513-0441,2711.4996746625093,x_YWFkTcxEu1lo8Nlrog5A,https://s3-media2.fl.yelpcdn.com/bphoto/3hA4TdduXD__PmbJfaPg9A/o.jpg,False,"{'address1': '1119 Newkirk Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11230', 'country': 'US', 'state': 'NY', 'display_address': ['1119 Newkirk Ave', 'Brooklyn, NY 11230']}",Milk & Honey Cafe,+17185130441,$$,4.0,771,[],https://www.yelp.com/biz/milk-and-honey-cafe-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
29,habana-outpost-brooklyn,"[{'alias': 'cuban', 'title': 'Cuban'}]","{'latitude': 40.68645, 'longitude': -73.97416}",(718) 858-9500,3132.996579234203,zQkjDxo8oDVGVj9cpTpUig,https://s3-media3.fl.yelpcdn.com/bphoto/x8QauLx_mfCLinCC_O7f5g/o.jpg,False,"{'address1': '757 Fulton St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['757 Fulton St', 'Brooklyn, NY 11217']}",Habana Outpost,+17188589500,$$,4.0,954,[],https://www.yelp.com/biz/habana-outpost-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA
